X,Y,X,Y,id,rowId
268.135226899200006,-19.753790807600002,268.1352268992,-19.7537908076,4,1
187.035220558600003,-41.394216038499998,187.0352205586,-41.3942160385,100,2
209.041352440499992,-40.209003978,209.0413524405,-40.209003978,101,2
232.261724070700012,-39.559946620700003,232.2617240707,-39.5599466207,102,2
301.916723828399995,-37.940491356800003,301.9167238284,-37.9404913568,105,2
596.448072352799954,-28.001768635,596.4480723528,-28.001768635,116,2
1045.760620643000038,-15.936562224299999,1045.760620643,-15.9365622243,132,2
141.935412005199993,-94.619927226100003,141.9354120052,-94.6199272261,200,3
241.46167944070001,-92.837368767499996,241.4616794407,-92.8373687675,204,3
524.819331236299945,-85.44543002499999,524.8193312363,-85.445430025,214,3
117.895654620299993,-120.663531173099997,117.8956546203,-120.6635311731,300,4
859.081426805499973,-167.349215199599996,859.0814268055,-167.3492151996,425,5
28.477245220899999,-214.11954191960001,28.4772452209,-214.1195419196,500,6
89.974288361899994,-334.061732672400012,89.9742883619,-334.0617326724,702,8
382.488840985500019,-449.221516954700007,382.4888409855,-449.2215169547,809,9
